Machine_ID,Temperature,Vibration,RPM,Humidity,Power,Running_Hours,Status
LOOM1037,34.63,0.78,1182,58.77,4.92,353,Running
LOOM1038,33.43,1.08,1214,60.57,4.7,477,Running
LOOM1039,36.87,1.95,1181,58.15,4.26,453,Running
LOOM1040,36.33,1.11,1193,61.23,4.87,284,Running
LOOM1041,37.64,1.81,1214,58.6,4.78,86,Running
LOOM1042,32.22,0.71,1181,59.88,5.12,73,Running
LOOM1043,33.46,1.47,1180,58.69,4.25,207,Running
LOOM1044,36.92,0.65,1219,58.68,4.79,468,Running
LOOM1045,36.9,0.67,1218,61.2,4.42,461,Running
LOOM1046,33.22,1.01,1205,59.3,5.18,344,Running
LOOM1047,35.28,0.98,1193,61.06,4.79,221,Running
LOOM1048,32.38,0.91,1206,58.67,4.57,134,Running
LOOM1049,34.63,1.89,1182,58.53,4.99,373,Running
LOOM1050,35.67,1.67,1181,61.52,4.28,53,Running
LOOM1051,33.08,0.63,1217,61.55,4.62,463,Running
LOOM1052,36.75,1.21,1188,58.82,4.84,317,Running
LOOM1053,34.7,0.86,1191,60.44,4.24,142,Running
LOOM1054,36.3,1.42,1185,60.51,4.98,228,Running
LOOM1055,34.51,1.34,1192,58.47,4.73,98,Running
LOOM1056,35.71,1.79,1214,60.03,4.66,370,Running
LOOM1057,35.96,0.91,1192,58.45,4.35,482,Running
LOOM1058,37.81,1.21,1191,58.64,5.12,77,Running
LOOM1059,35.87,0.93,1207,59.01,4.82,438,Running
LOOM1060,34.72,0.66,1183,61.7,4.38,452,Running
LOOM1061,32.17,1.27,1184,61.58,4.92,353,Running
LOOM1062,35.48,1.13,1200,58.92,4.31,166,Running
LOOM1063,32.59,1.61,1192,59.5,4.42,291,Running
LOOM1064,35.51,0.58,1207,58.58,5.13,282,Running
LOOM1065,33.07,1.06,1209,60.88,4.83,188,Running
LOOM1066,33.21,0.69,1216,58.24,4.34,486,Running
LOOM1067,34.79,1.13,1201,58.88,4.5,130,Running
LOOM1068,36.74,1.46,1219,61.62,4.78,333,Running
LOOM1069,37.13,0.63,1213,59.96,5.2,352,Running
LOOM1070,34.84,1.19,1180,60.92,4.94,176,Running
LOOM1071,33.49,1.15,1194,61.57,4.79,126,Running
LOOM1072,37.48,1.85,1206,61.92,4.24,290,Running
LOOM1073,36.4,1.26,1207,60.12,4.68,458,Running
LOOM1074,36.18,0.65,1211,58.96,4.76,56,Running
LOOM1075,36.16,1.11,1193,58.53,4.5,381,Running
LOOM1076,37.99,0.52,1199,58.65,4.66,342,Running
LOOM1077,36.48,0.54,1209,59.86,4.34,410,Running
LOOM1078,34.43,1.68,1203,60.51,4.9,50,Running
LOOM1079,37.16,0.61,1201,60.12,4.5,435,Running
LOOM1080,33.62,1.92,1214,60.3,4.41,400,Running
LOOM1081,32.49,1.82,1183,60.06,5.11,236,Running
LOOM1082,37.33,0.67,1203,59.86,4.24,237,Running
LOOM1083,33.05,1.34,1184,60.24,4.97,120,Running
LOOM1084,37.89,0.86,1187,60.6,4.94,435,Running
LOOM1085,35.48,1.94,1193,61.01,4.96,214,Running
LOOM1086,34.12,0.9,1207,59.11,4.26,226,Running
LOOM1087,34.71,1.25,1187,59.88,4.73,472,Running
LOOM1088,35.2,0.94,1219,59.47,4.87,404,Running
LOOM1089,36.85,1.91,1184,58.75,5.08,94,Running
LOOM1090,32.48,1.85,1198,61.83,4.28,134,Running
LOOM1091,33.66,1.55,1211,58.6,4.4,371,Running
LOOM1092,32.14,1.12,1214,61.73,4.67,265,Running
LOOM1093,34.66,1.47,1198,58.76,4.22,460,Running
LOOM1094,33.39,1.92,1201,59.65,4.54,380,Running
LOOM1095,36.72,1.23,1213,61.37,4.65,205,Running
LOOM1096,35.4,1.85,1199,58.69,4.46,297,Running
LOOM1097,34.23,0.93,1183,58.59,4.48,135,Running
LOOM1098,35.71,0.74,1214,59.14,5.17,479,Running
LOOM1099,36.25,1.86,1189,58.65,4.32,212,Running
LOOM1100,35.45,1.16,1203,58.74,4.76,67,Running
LOOM1101,35.99,1.97,1189,59.49,4.74,133,Running
LOOM1102,35.2,0.68,1181,59.62,4.7,124,Running
LOOM1103,37.69,1.89,1189,58.02,4.94,309,Running
LOOM1104,33.99,1.56,1210,61.58,5.17,436,Running
LOOM1105,37.88,1.36,1189,61.2,4.93,276,Running
LOOM1106,34.03,0.67,1210,61.6,4.34,332,Running
LOOM1107,32.7,0.54,1219,61.36,4.65,97,Running
LOOM1108,33.96,1.41,1192,60.33,4.42,442,Running
LOOM1109,33.67,0.53,1214,61.4,4.88,94,Running
LOOM1110,37.86,1.09,1211,59.27,4.81,78,Running
LOOM1111,37.45,1.04,1189,60.86,4.63,247,Running
LOOM1112,34.24,0.93,1202,59.23,4.65,337,Running
LOOM1113,32.53,1.59,1208,60.97,4.62,276,Running
LOOM1114,33.73,1.71,1207,60.91,4.61,477,Running
LOOM1115,35.52,0.63,1193,59.21,5.19,318,Running
LOOM1116,37.92,0.6,1217,61.02,4.29,259,Running
LOOM1117,35.83,0.91,1191,60.22,4.91,436,Running
LOOM1118,37.49,0.8,1204,59.16,4.69,471,Running
LOOM1119,36.96,1.75,1199,59.98,4.94,164,Running
LOOM1120,32.16,0.5,1196,59.2,4.84,375,Running
LOOM1121,34.84,1.48,1198,59.67,4.69,402,Running
LOOM1122,35.87,0.54,1197,59.97,5.17,356,Running
LOOM1123,36.47,1.37,1216,59.74,4.46,401,Running
LOOM1124,34.86,1.54,1187,59.49,4.93,58,Running
LOOM1125,37.07,0.74,1183,58.58,4.66,404,Running
LOOM1126,32.81,0.74,1197,59.44,4.84,232,Running
LOOM1127,32.29,0.94,1220,61.75,4.71,442,Running
LOOM1128,35.77,1.65,1218,61.01,4.74,496,Running
LOOM1129,33.9,1.77,1199,59.09,4.9,235,Running
LOOM1130,32.58,1.37,1189,58.05,4.72,240,Running
LOOM1131,36.67,1.12,1190,58.41,4.35,163,Running
LOOM1132,36.99,1.69,1215,60.45,5.03,319,Running
LOOM1133,37.08,1.57,1187,59.67,5.12,109,Running
LOOM1134,36.91,1.89,1210,59.39,4.89,121,Running
LOOM1135,36.9,1.83,1218,60.09,5.17,138,Running
LOOM1136,36.26,0.54,1187,58.89,5.06,122,Running
LOOM1137,36.13,0.96,1193,58.52,4.28,403,Running
LOOM1138,36.58,0.67,1181,61.1,4.96,71,Running
LOOM1139,33.18,0.55,1212,60.37,4.67,179,Running
LOOM1140,32.26,0.95,1180,61.02,4.98,358,Running
LOOM1141,33.23,1.85,1191,60.68,4.23,124,Running
LOOM1142,37.08,1.91,1217,59.39,4.36,306,Running
LOOM1143,36.68,1.42,1212,60.28,4.3,346,Running
LOOM1144,36.58,1.29,1192,61.86,4.37,436,Running
LOOM1145,35.22,1.96,1186,61.7,5.12,485,Running
LOOM1146,36.25,1.05,1217,58.74,4.87,104,Running
LOOM1147,33.09,1.03,1204,59.7,4.71,258,Running
LOOM1148,32.68,1.98,1187,59.86,4.72,303,Running
LOOM1149,36.57,1.56,1215,60.89,4.28,302,Running
LOOM1150,32.69,0.93,1218,60.94,4.89,480,Running
LOOM1151,34.66,1.33,1198,61.94,4.63,488,Running
LOOM1152,32.42,1.76,1210,61.76,4.57,56,Running
LOOM1153,37.99,1.24,1186,59.59,4.72,396,Running
LOOM1154,32.51,0.72,1205,60.78,5.18,429,Running
LOOM1155,37.55,1.97,1184,59.45,4.4,152,Running
LOOM1156,35.57,1.99,1187,58.93,4.62,305,Running
LOOM1157,33.67,1.57,1217,60.37,4.96,460,Running
LOOM1158,35.86,1.1,1210,60.67,5.15,298,Running
LOOM1159,35.07,0.72,1209,58.43,4.45,304,Running
LOOM1160,33.38,1.91,1181,58.4,4.25,84,Running
LOOM1161,34.99,0.54,1191,59.53,4.88,128,Running
LOOM1162,33.82,1.43,1184,60.64,4.72,302,Running
LOOM1163,36.76,0.8,1211,59.96,4.46,225,Running
LOOM1164,36.86,1.31,1181,61.81,4.23,270,Running
LOOM1165,37.28,0.68,1208,59.26,4.58,285,Running
LOOM1166,32.22,0.77,1199,61.54,4.36,270,Running
LOOM1167,32.81,1.57,1211,61.06,4.77,301,Running
LOOM1168,35.96,1.53,1216,59.88,4.76,130,Running
LOOM1169,35.04,1.09,1211,60.36,4.58,396,Running
LOOM1170,34.12,1.97,1200,58.25,4.79,115,Running
LOOM1171,37.02,1.02,1217,58.11,5.09,224,Running
LOOM1172,34.28,1.14,1202,59.65,4.26,175,Running
LOOM1173,33.49,1.47,1217,58.34,4.89,494,Running
LOOM1174,33.83,1.01,1181,60.15,4.24,386,Running
LOOM1175,37.18,1.35,1206,59.07,4.9,351,Running
LOOM1176,32.13,0.97,1216,59.56,4.77,463,Running
LOOM1177,34.93,1.54,1193,59.34,4.7,441,Running
LOOM1178,36.0,0.75,1199,59.45,4.64,304,Running
LOOM1179,35.81,1.96,1184,61.36,4.74,197,Running
LOOM1180,33.59,0.95,1216,59.61,4.43,430,Running
LOOM1181,37.75,1.58,1217,58.38,4.54,84,Running
LOOM1182,35.4,1.3,1207,58.84,5.0,383,Running
LOOM1183,36.94,1.26,1199,59.73,4.74,152,Running
LOOM1184,34.49,0.88,1212,59.81,4.96,142,Running
LOOM1185,37.29,1.44,1213,61.45,4.78,159,Running
LOOM1186,35.96,1.74,1209,59.07,4.84,464,Running
LOOM1187,35.69,1.65,1207,61.74,4.93,80,Running
LOOM1188,35.13,1.05,1189,58.96,4.95,441,Running
LOOM1189,33.8,1.15,1200,61.44,5.11,374,Running
LOOM1190,33.22,1.12,1198,60.58,4.46,357,Running
LOOM1191,33.42,0.86,1189,58.77,4.45,473,Running
LOOM1192,33.86,1.23,1207,59.69,5.11,153,Running
LOOM1193,32.96,0.7,1196,61.16,4.48,331,Running
LOOM1194,33.06,1.78,1211,61.13,4.26,92,Running
LOOM1195,33.88,0.95,1184,61.6,4.61,236,Running
LOOM1196,36.03,1.83,1205,61.77,4.92,121,Running
LOOM1197,33.42,1.36,1212,61.73,4.72,474,Running
LOOM1198,35.48,1.66,1213,59.01,5.08,171,Running
LOOM1199,35.6,1.66,1200,59.32,4.78,249,Running
LOOM1200,36.84,1.62,1207,58.87,4.31,159,Running
LOOM1201,37.82,1.16,1196,61.45,4.26,323,Running
LOOM1202,34.25,1.92,1200,60.18,4.67,176,Running
LOOM1203,37.78,1.82,1189,59.45,4.92,470,Running
LOOM1204,33.85,1.47,1218,58.14,4.94,459,Running
LOOM1205,37.65,1.54,1195,59.01,4.58,377,Running
LOOM1206,37.75,1.04,1187,60.14,4.44,276,Running
LOOM1207,34.33,1.86,1205,61.71,5.12,204,Running
LOOM1208,32.54,1.73,1195,59.19,5.06,132,Running
LOOM1209,37.5,1.45,1206,61.16,4.47,91,Running
LOOM1210,36.94,1.91,1210,60.95,5.13,220,Running
LOOM1211,36.3,1.82,1186,61.3,4.9,309,Running
LOOM1212,32.4,1.13,1215,60.95,4.65,64,Running
LOOM1213,36.57,1.46,1191,60.52,4.99,119,Running
LOOM1214,32.02,0.8,1199,59.25,4.28,130,Running
LOOM1215,33.5,1.57,1188,61.39,4.89,455,Running
LOOM1216,37.64,1.18,1188,59.04,4.89,473,Running
LOOM1217,33.97,0.92,1185,59.66,4.38,498,Running
LOOM1218,34.26,1.75,1216,58.9,5.15,335,Running
LOOM1219,35.88,1.44,1185,61.9,4.4,409,Running
LOOM1220,37.11,0.57,1219,59.72,4.46,95,Running
LOOM1221,37.75,0.76,1216,58.47,4.92,272,Running
LOOM1222,36.64,1.89,1211,58.47,4.91,147,Running
LOOM1223,37.68,1.72,1197,59.15,4.69,116,Running
LOOM1224,34.59,0.81,1193,61.98,4.48,396,Running
LOOM1225,33.14,0.77,1189,58.12,5.18,170,Running
LOOM1226,35.71,1.86,1203,60.33,4.85,93,Running
LOOM1227,32.06,0.7,1200,61.9,4.6,158,Running
LOOM1228,36.28,1.56,1218,59.02,4.3,80,Running
LOOM1229,32.31,1.9,1210,61.63,5.2,393,Running
LOOM1230,37.8,1.4,1182,58.02,4.7,245,Running
LOOM1231,33.82,1.09,1203,58.53,5.09,71,Running
LOOM1232,35.48,0.89,1212,59.97,4.54,289,Running
LOOM1233,32.79,0.98,1213,59.73,4.46,210,Running
LOOM1234,32.26,0.69,1197,60.99,5.13,194,Running
LOOM1235,37.42,0.89,1196,60.07,4.64,134,Running
LOOM1236,33.89,1.99,1189,60.22,5.12,375,Running
LOOM1237,36.79,0.58,1189,58.22,4.38,290,Running
LOOM1238,33.56,1.56,1207,58.46,5.1,303,Running
LOOM1239,32.24,1.03,1215,59.94,4.69,483,Running
LOOM1240,36.32,0.72,1202,58.37,5.07,142,Running
LOOM1241,37.01,1.62,1197,60.25,4.86,158,Running
LOOM1242,35.5,1.96,1213,61.07,4.38,89,Running
LOOM1243,33.48,1.25,1186,61.55,4.23,398,Running
LOOM1244,37.89,0.68,1203,60.36,5.15,478,Running
LOOM1245,33.94,0.54,1209,61.32,4.86,282,Running
LOOM1246,35.77,0.9,1180,59.32,4.24,368,Running
LOOM1247,37.71,0.99,1216,58.52,5.06,460,Running
LOOM1248,35.86,0.98,1183,60.98,4.75,358,Running
LOOM1249,34.29,1.1,1191,58.96,4.97,254,Running
LOOM1250,32.54,1.78,1190,59.55,4.6,381,Running
LOOM1251,36.52,1.48,1187,59.19,5.0,426,Running
LOOM1252,36.84,0.97,1218,58.53,4.87,476,Running
LOOM1253,34.2,0.8,1208,61.54,4.68,338,Running
LOOM1254,35.6,0.64,1207,61.24,4.81,272,Running
LOOM1255,35.78,0.64,1212,59.37,4.66,164,Running
LOOM1256,35.89,1.57,1211,60.11,4.85,92,Running
LOOM1257,33.74,1.16,1210,59.2,5.18,400,Running
LOOM1258,37.42,1.76,1213,59.71,4.77,332,Running
LOOM1259,32.46,0.57,1186,60.04,4.61,287,Running
LOOM1260,35.97,1.35,1196,59.42,4.79,443,Running
LOOM1261,35.02,0.67,1209,58.72,4.38,251,Running
LOOM1262,32.27,1.12,1199,59.26,4.92,437,Running
LOOM1263,36.02,1.44,1196,59.37,5.12,464,Running
LOOM1264,33.12,0.78,1218,59.04,4.87,272,Running
LOOM1265,35.21,0.51,1187,58.05,4.86,285,Running
LOOM1266,36.15,1.8,1218,60.9,4.5,466,Running
LOOM1267,37.84,1.04,1205,61.22,4.29,119,Running
LOOM1268,32.08,0.67,1181,60.78,4.39,63,Running
LOOM1269,33.26,1.47,1195,59.74,4.83,454,Running
LOOM1270,35.23,0.63,1209,58.59,4.62,109,Running
LOOM1271,33.0,0.73,1208,61.86,4.67,490,Running
LOOM1272,34.7,0.86,1198,60.28,5.03,76,Running
LOOM1273,34.0,0.65,1207,61.92,5.05,427,Running
LOOM1274,35.47,1.6,1198,58.15,4.6,312,Running
LOOM1275,35.55,1.42,1211,58.93,4.26,59,Running
LOOM1276,34.53,0.97,1184,59.07,4.85,292,Running
LOOM1277,32.7,1.43,1202,59.79,4.64,132,Running
LOOM1278,33.73,0.79,1202,59.75,4.71,350,Running
LOOM1279,37.45,1.01,1218,61.41,4.92,289,Running
LOOM1280,32.79,0.94,1204,61.84,5.03,394,Running
LOOM1281,35.92,1.04,1210,61.2,5.04,368,Running
LOOM1282,33.24,1.54,1185,60.67,4.33,152,Running
LOOM1283,32.94,1.24,1206,61.77,4.69,170,Running
LOOM1284,33.26,0.57,1181,59.44,4.46,396,Running
LOOM1285,32.95,1.74,1212,58.13,4.26,270,Running
LOOM1286,32.68,0.84,1215,58.9,4.46,224,Running
LOOM1287,36.71,1.65,1215,59.07,4.35,403,Running
LOOM1288,37.24,1.41,1186,60.83,5.13,274,Running
LOOM1289,36.79,1.94,1187,61.9,4.98,362,Running
LOOM1290,36.69,1.92,1215,58.17,4.31,372,Running
LOOM1291,32.71,0.81,1203,58.63,4.49,276,Running
LOOM1292,36.57,1.25,1186,58.62,4.56,469,Running
LOOM1293,32.83,1.77,1208,61.88,4.97,53,Running
LOOM1294,33.47,1.71,1201,59.15,4.37,186,Running
LOOM1295,34.23,1.63,1203,60.52,4.45,435,Running
LOOM1296,36.52,1.13,1194,58.55,4.63,259,Running
LOOM1297,37.39,1.93,1213,61.18,4.56,65,Running
LOOM1298,34.66,1.66,1213,61.77,4.28,211,Running
LOOM1299,34.41,1.66,1207,58.25,4.96,388,Running
LOOM1300,37.54,0.73,1216,58.23,4.83,415,Running
LOOM1301,36.79,1.81,1198,59.68,5.09,408,Running
LOOM1302,35.32,0.96,1200,61.64,4.21,193,Running
LOOM1303,37.4,1.42,1189,60.8,4.65,155,Running
LOOM1304,37.33,1.44,1219,60.61,4.9,465,Running
LOOM1305,36.69,1.11,1192,61.52,4.28,325,Running
LOOM1306,34.01,1.59,1188,60.08,4.74,159,Running
LOOM1307,32.56,1.33,1213,59.36,4.84,61,Running
LOOM1308,32.17,1.69,1217,59.03,5.03,205,Running
LOOM1309,36.36,1.98,1187,60.93,5.04,182,Running
LOOM1310,35.76,1.03,1183,61.03,5.14,279,Running
LOOM1311,33.79,1.61,1209,59.36,4.44,431,Running
LOOM1312,37.93,1.35,1220,60.66,5.04,169,Running
LOOM1313,34.1,0.93,1216,60.69,4.91,316,Running
LOOM1314,36.43,0.66,1213,60.33,5.02,234,Running
LOOM1315,34.73,0.72,1207,61.31,4.28,81,Running
LOOM1316,34.55,0.7,1193,59.78,4.57,319,Running
LOOM1317,34.42,1.34,1205,61.49,4.78,375,Running
LOOM1318,34.54,1.16,1211,60.93,4.62,133,Running
LOOM1319,32.87,0.69,1209,58.52,4.9,491,Running
LOOM1320,35.17,1.54,1209,59.89,4.95,336,Running
LOOM1321,34.22,1.93,1218,61.41,4.31,239,Running
LOOM1322,35.43,0.56,1189,58.47,4.5,241,Running
LOOM1323,33.82,1.23,1189,58.57,4.79,74,Running
LOOM1324,37.62,0.96,1198,58.86,5.02,300,Running
LOOM1325,32.01,1.32,1184,61.48,4.62,343,Running
LOOM1326,33.86,1.18,1201,61.13,4.68,418,Running
LOOM1327,37.0,0.7,1188,60.02,4.66,280,Running
LOOM1328,36.0,0.72,1200,58.36,4.82,369,Running
LOOM1329,34.46,0.85,1205,59.36,4.25,393,Running
LOOM1330,37.34,1.6,1185,61.46,4.91,342,Running
LOOM1331,35.78,1.66,1199,60.24,4.32,336,Running
LOOM1332,32.51,1.93,1214,60.31,4.25,341,Running
LOOM1333,35.13,1.63,1212,61.59,4.32,322,Running
LOOM1334,33.08,0.53,1193,58.98,4.91,346,Running
LOOM1335,34.67,1.71,1218,59.28,4.79,301,Running
LOOM1336,37.17,0.53,1207,58.72,4.22,320,Running
LOOM1337,33.9,0.89,1187,61.92,4.74,196,Running
LOOM1338,32.86,0.88,1185,58.62,5.15,397,Running
LOOM1339,33.02,1.42,1200,58.73,4.91,202,Running
LOOM1340,34.34,0.98,1206,61.57,4.46,473,Running
LOOM1341,37.4,0.58,1195,61.01,4.79,302,Running
LOOM1342,35.05,1.26,1187,59.08,4.52,333,Running
LOOM1343,34.44,1.23,1206,60.53,5.11,59,Running
LOOM1344,33.61,1.95,1186,58.99,4.75,452,Running
LOOM1345,32.75,1.35,1208,58.34,4.84,154,Running
LOOM1346,36.7,0.71,1214,61.94,4.98,325,Running
LOOM1347,37.72,1.94,1215,59.81,4.2,287,Running
LOOM1348,37.77,1.43,1190,58.0,5.13,296,Running
LOOM1349,33.64,0.88,1204,62.0,5.04,158,Running
LOOM1350,35.51,1.27,1182,58.65,4.73,85,Running
LOOM1351,33.8,1.09,1187,61.32,4.93,193,Running
LOOM1352,37.27,0.82,1212,61.83,4.52,399,Running
LOOM1353,37.67,1.45,1208,59.09,4.86,214,Running
LOOM1354,34.05,1.19,1218,59.31,5.11,118,Running
LOOM1355,35.88,0.5,1210,58.02,4.21,138,Running
LOOM1356,34.48,1.84,1211,61.05,4.74,453,Running
LOOM1357,37.26,1.48,1214,58.12,5.03,393,Running
LOOM1358,34.67,0.69,1204,61.31,4.56,140,Running
LOOM1359,37.03,1.72,1180,58.5,4.57,148,Running
LOOM1360,34.67,0.83,1181,61.03,4.88,413,Running
LOOM1361,34.15,0.63,1219,60.5,5.01,163,Running
LOOM1362,33.41,1.24,1203,58.15,4.69,410,Running
LOOM1363,36.24,0.81,1192,61.94,4.84,106,Running
LOOM1364,37.22,1.35,1211,58.68,4.39,428,Running
LOOM1365,35.39,1.52,1216,58.7,4.79,431,Running
LOOM1366,32.39,0.89,1216,61.42,5.08,423,Running
LOOM1367,36.69,0.79,1181,61.97,4.89,322,Running
LOOM1368,35.69,1.52,1209,58.01,4.63,394,Running
LOOM1369,37.66,0.58,1200,59.73,5.2,190,Running
LOOM1370,32.73,1.28,1211,59.45,4.96,419,Running
LOOM1371,33.35,0.92,1206,60.13,4.52,250,Running
LOOM1372,33.17,0.62,1216,61.23,5.19,165,Running
LOOM1373,37.87,1.14,1184,61.67,4.4,218,Running
LOOM1374,33.86,1.44,1186,58.11,4.63,62,Running
LOOM1375,35.56,1.44,1201,61.36,4.45,292,Running
LOOM1376,33.43,1.01,1183,61.29,4.72,171,Running
LOOM1377,37.66,1.66,1219,59.75,4.3,278,Running
LOOM1378,35.47,0.63,1183,61.67,4.58,484,Running
LOOM1379,36.16,1.67,1183,61.68,4.64,204,Running
LOOM1380,35.66,1.15,1186,60.71,4.76,200,Running
LOOM1381,37.1,1.1,1219,61.01,4.43,356,Running
LOOM1382,36.72,1.44,1209,59.54,5.0,500,Running
LOOM1383,35.72,0.65,1181,59.82,4.53,148,Running
LOOM1384,32.65,0.52,1184,60.37,5.04,343,Running
LOOM1385,32.76,1.26,1202,59.68,4.92,277,Running
LOOM1386,33.12,0.71,1182,58.24,4.51,273,Running
LOOM1387,35.08,1.48,1202,59.24,5.09,447,Running
LOOM1388,32.87,1.2,1218,59.37,4.57,54,Running
LOOM1389,35.11,1.49,1189,58.23,4.71,477,Running
LOOM1390,35.36,0.58,1202,58.78,4.4,153,Running
LOOM1391,36.71,1.01,1210,60.78,5.18,357,Running
LOOM1392,36.15,1.78,1216,61.85,4.82,264,Running
LOOM1393,33.97,0.66,1182,59.98,5.12,377,Running
LOOM1394,33.34,0.85,1219,58.85,4.68,443,Running
LOOM1395,37.72,1.0,1204,58.82,4.38,53,Running
LOOM1396,34.18,0.61,1181,60.22,4.34,275,Running
LOOM1397,33.17,1.38,1203,58.18,4.23,151,Running
LOOM1398,33.7,0.83,1196,60.88,4.54,333,Running
LOOM1399,33.48,0.79,1191,61.37,5.11,60,Running
LOOM1400,36.99,0.71,1187,59.35,4.41,283,Running
LOOM1401,33.44,1.71,1190,61.76,5.18,369,Running
LOOM1402,37.29,1.82,1184,58.47,5.08,116,Running
LOOM1403,36.77,0.79,1204,60.78,4.52,269,Running
LOOM1404,37.86,0.87,1182,61.05,4.79,487,Running
LOOM1405,35.21,1.68,1200,58.99,4.83,193,Running
LOOM1406,37.24,1.78,1217,61.54,4.41,91,Running
LOOM1407,36.71,1.69,1219,58.26,4.71,434,Running
LOOM1408,37.29,1.63,1203,59.99,4.66,214,Running
LOOM1409,36.27,1.29,1210,60.86,4.69,187,Running
LOOM1410,35.49,1.46,1217,60.6,4.41,153,Running
LOOM1411,34.71,0.85,1193,59.22,5.09,342,Running
LOOM1412,32.94,1.76,1196,60.2,4.33,93,Running
LOOM1413,33.77,1.28,1194,60.34,4.67,368,Running
LOOM1414,34.02,1.18,1207,59.64,5.0,212,Running
LOOM1415,33.64,0.54,1208,58.94,4.85,233,Running
LOOM1416,37.41,0.94,1212,60.05,4.84,452,Running
LOOM1417,33.66,0.84,1187,58.29,4.24,152,Running
LOOM1418,34.0,1.51,1196,59.21,5.02,399,Running
LOOM1419,37.07,0.79,1218,61.99,5.2,435,Running
LOOM1420,36.3,1.31,1196,58.03,4.5,471,Running
LOOM1421,34.08,2.0,1205,61.29,4.96,56,Running
LOOM1422,34.83,1.27,1189,61.46,4.43,420,Running
LOOM1423,36.49,1.21,1213,60.35,4.75,289,Running
LOOM1424,36.34,1.19,1185,59.25,4.39,444,Running
LOOM1425,37.65,1.13,1208,59.8,4.76,241,Running
LOOM1426,32.83,1.81,1199,61.77,4.21,464,Running
LOOM1427,35.95,1.03,1194,59.68,4.89,256,Running
LOOM1428,36.58,1.54,1199,59.3,4.22,452,Running
LOOM1429,32.19,0.71,1201,60.27,5.0,361,Running
LOOM1430,35.44,1.09,1204,58.82,4.59,323,Running
LOOM1431,34.32,1.21,1201,60.28,4.65,205,Running
LOOM1432,32.56,0.66,1215,58.71,5.03,358,Running
LOOM1433,34.93,0.78,1184,61.65,4.59,155,Running
LOOM1434,33.4,1.49,1184,59.82,4.57,55,Running
LOOM1435,33.03,1.79,1206,59.56,5.19,116,Running
LOOM1436,35.22,1.22,1184,59.56,5.1,155,Running
LOOM1437,32.78,0.81,1207,61.27,4.86,131,Running
LOOM1438,35.62,1.91,1217,58.81,4.92,284,Running
LOOM1439,33.65,0.51,1189,59.78,5.02,359,Running
LOOM1440,36.85,1.29,1216,61.52,4.66,344,Running
LOOM1441,32.23,0.64,1209,59.39,5.04,455,Running
LOOM1442,33.78,1.42,1191,59.66,4.38,366,Running
LOOM1443,36.4,1.19,1191,60.79,4.3,407,Running
LOOM1444,37.67,0.86,1190,59.1,4.83,199,Running
LOOM1445,36.0,0.6,1193,61.63,4.61,440,Running
LOOM1446,35.32,1.99,1184,61.02,4.7,449,Running
LOOM1447,33.96,1.18,1196,58.83,4.24,63,Running
LOOM1448,32.44,1.54,1209,59.52,4.95,488,Running
LOOM1449,33.17,0.56,1196,58.46,5.12,217,Running
LOOM1450,36.02,1.2,1209,58.27,4.75,174,Running
LOOM1451,36.28,1.16,1210,61.28,5.04,137,Running
LOOM1452,37.03,1.41,1191,59.18,4.73,250,Running
LOOM1453,33.01,1.51,1180,60.71,4.35,233,Running
LOOM1454,33.07,1.57,1214,58.86,4.9,478,Running
LOOM1455,35.81,1.28,1186,59.56,4.51,76,Running
LOOM1456,35.59,0.57,1204,61.07,5.13,241,Running
LOOM1457,37.45,0.8,1181,59.69,5.19,222,Running
LOOM1458,36.92,1.52,1184,58.88,5.08,458,Running
LOOM1459,37.01,1.5,1190,58.18,4.71,467,Running
LOOM1460,33.96,1.34,1192,60.5,5.13,252,Running
LOOM1461,37.63,0.68,1193,58.42,4.52,57,Running
LOOM1462,34.41,0.97,1204,58.85,4.42,386,Running
LOOM1463,36.89,1.47,1203,58.18,5.09,260,Running
LOOM1464,33.81,1.4,1186,60.85,4.99,485,Running
LOOM1465,35.42,0.88,1186,60.4,5.18,406,Running
LOOM1466,34.33,1.89,1188,59.33,4.84,402,Running
LOOM1467,33.91,1.78,1210,58.27,4.22,349,Running
LOOM1468,34.69,1.27,1194,60.01,4.9,56,Running
LOOM1469,33.4,1.42,1187,59.24,4.94,437,Running
LOOM1470,33.46,0.62,1188,59.5,4.5,127,Running
LOOM1471,34.25,1.46,1195,61.69,4.8,277,Running
LOOM1472,36.44,0.99,1197,59.27,4.99,70,Running
LOOM1473,35.13,1.97,1198,61.0,4.43,425,Running
LOOM1474,33.99,0.86,1214,58.22,5.12,177,Running
LOOM1475,36.81,1.54,1194,60.43,4.58,214,Running
LOOM1476,33.1,1.44,1184,61.48,4.27,148,Running
LOOM1477,32.31,1.99,1193,58.5,4.37,331,Running
LOOM1478,36.99,1.9,1195,60.03,4.63,289,Running
LOOM1479,33.87,1.58,1195,59.7,4.81,205,Running
LOOM1480,33.71,1.17,1220,58.81,5.06,296,Running
LOOM1481,32.48,1.96,1205,59.51,4.67,266,Running
LOOM1482,35.03,1.6,1189,61.28,4.99,60,Running
LOOM1483,36.57,1.14,1185,61.04,5.12,354,Running
LOOM1484,35.22,1.33,1191,59.03,4.66,282,Running
LOOM1485,33.7,1.34,1210,58.29,4.34,290,Running
LOOM1486,33.17,1.87,1180,58.05,4.7,421,Running
