Temperature,Vibration,RPM,Humidity,Power,Running_Hours,status,machineId,Health
41.79,1.96,1419,50.79,4.18,294.77,Running,M0092,92.29
42.1,2.01,1436,45.45,5.02,495.2,Running,M0093,91.19
36.18,1.33,1477,49.51,4.3,180.3,Running,M0094,99.28
37.15,1.18,1584,49.02,4.28,175.32,Running,M0095,98.42
42.75,1.84,1558,53.8,5.09,711.13,Running,M0096,90.06
34.15,1.16,1429,49.27,4.51,687.32,Running,M0097,98.72
42.73,1.75,1556,49.24,4.91,965.7,Running,M0098,90.78
37.87,1.16,1471,50.97,3.93,948.14,Running,M0099,97.99
39.14,1.3,1410,47.87,3.84,379.49,Running,M0100,96.52
41.04,2.11,1497,51.73,4.66,118.41,Running,M0001,90.42
41.47,1.8,1413,46.2,4.12,361.43,Running,M0002,92.68
39.99,1.38,1435,48.94,4.13,862.66,Running,M0003,94.99
39.35,1.9,1382,52.17,4.79,503.03,Running,M0004,93.03
39.22,1.44,1575,47.97,4.62,699.08,Running,M0005,94.85
41.62,2.19,1411,48.65,4.99,435.64,Running,M0006,89.86
37.64,1.42,1439,49.12,4.37,590.9,Running,M0007,97.01
37.2,0.83,1490,48.97,4.18,491.9,Running,M0008,99.35
40.06,1.29,1549,52.77,4.7,676.76,Running,M0009,95.18
39.64,2.03,1554,48.06,4.4,404.97,Running,M0010,91.85
37.2,0.98,1511,52.83,3.75,309.07,Running,M0011,99.06
39.94,1.66,1443,53.12,5.07,627.65,Running,M0012,92.31
42.18,1.56,1409,51.86,5.1,477.11,Running,M0013,91.98
34.88,1.04,1469,49.43,4.29,245.0,Running,M0014,97.7
40.25,1.44,1549,53.94,4.35,275.94,Running,M0015,93.82
41.57,1.74,1424,48.3,4.92,821.52,Running,M0016,90.97
52.53,2.96,1487,45.24,5.27,261.1,Maintenance,M0017,79.86
42.05,1.48,1521,51.78,4.83,880.43,Running,M0018,92.65
42.07,1.38,1580,47.55,4.79,427.99,Running,M0019,93.47
36.59,1.37,1413,51.31,4.42,429.34,Running,M0020,96.63
41.98,1.46,1428,45.2,4.99,807.69,Running,M0021,92.78
43.14,1.86,1403,46.08,4.34,246.13,Running,M0022,91.78
36.09,1.07,1489,48.3,3.81,481.83,Running,M0023,99.62
41.54,2.13,1494,52.08,4.32,110.71,Running,M0024,90.73
42.53,1.63,1439,49.88,4.33,670.08,Running,M0025,90.9
42.06,1.74,1561,48.73,4.39,510.65,Running,M0026,92.93
40.85,1.87,1519,45.34,4.59,208.02,Running,M0027,93.62
38.37,1.45,1524,51.07,4.43,480.49,Running,M0028,96.12
38.79,1.83,1568,54.81,4.24,987.05,Running,M0029,93.51
48.56,2.38,1400,45.73,5.39,311.34,Running,M0030,84.96
47.69,2.48,1425,46.84,4.79,360.12,Running,M0031,85.22
35.1,0.9,1501,45.7,4.2,406.47,Running,M0032,99.86
64.24,4.58,1398,50.28,7.38,964.95,Maintenance,M0033,63.4
47.01,2.36,1416,46.99,4.82,921.28,Running,M0034,83.74
48.16,2.78,1527,46.21,5.43,583.25,Running,M0035,83.36
41.54,1.33,1485,50.44,4.04,917.44,Running,M0036,93.88
35.74,1.4,1596,48.06,3.86,723.1,Running,M0037,98.81
37.31,0.97,1593,53.78,4.52,904.51,Running,M0038,99.1
39.84,1.64,1452,51.41,4.4,485.86,Running,M0039,96.28
40.47,1.87,1549,45.45,4.94,779.95,Running,M0040,93.9
44.21,2.01,1513,51.54,4.76,735.25,Running,M0041,90.89
43.76,1.58,1567,53.37,4.87,442.08,Running,M0042,91.35
43.03,2.04,1406,52.65,4.91,245.67,Running,M0043,90.0
35.34,0.72,1585,50.8,3.86,560.39,Running,M0044,99.75
34.29,1.05,1497,49.24,4.14,870.76,Running,M0045,99.68
42.31,1.89,1454,51.48,4.76,899.3,Running,M0046,92.44
52.27,2.9,1504,47.92,5.89,406.73,Running,M0047,80.16
39.57,1.88,1547,53.39,4.52,498.27,Running,M0048,93.74
40.07,1.64,1562,52.69,4.53,258.89,Running,M0049,92.48
42.18,1.86,1507,52.67,4.88,701.7,Running,M0050,92.61
40.31,1.59,1395,48.23,4.83,450.95,Running,M0051,92.38
40.79,1.27,1420,54.18,3.93,574.59,Running,M0052,94.72
44.85,1.71,1382,45.94,5.08,889.39,Running,M0053,90.1
36.53,1.07,1439,54.41,4.55,958.64,Running,M0054,96.7
40.67,1.26,1529,47.47,4.16,148.39,Running,M0055,94.93
39.73,1.67,1470,49.4,4.36,630.79,Running,M0056,94.75
38.73,1.82,1472,49.9,4.94,633.0,Running,M0057,94.21
40.0,1.52,1535,48.75,4.24,398.27,Running,M0058,95.65
41.21,1.66,1414,46.06,4.49,441.27,Running,M0059,94.28
35.84,1.22,1541,51.58,3.71,851.86,Running,M0060,99.08
42.6,2.03,1504,51.85,5.2,726.53,Running,M0061,90.31
40.11,1.17,1514,49.63,4.48,182.48,Running,M0062,95.87
36.39,1.2,1525,50.03,3.7,185.17,Running,M0063,98.76
39.28,1.46,1445,53.19,4.68,422.76,Running,M0064,94.48
41.93,1.94,1443,49.82,4.98,192.64,Running,M0065,92.55
34.67,1.34,1498,52.22,3.89,325.76,Running,M0066,98.01
37.11,1.2,1569,51.43,4.24,927.07,Running,M0067,96.6
39.24,1.6,1533,46.3,4.91,553.82,Running,M0068,92.78
34.41,1.09,1571,46.96,3.88,177.65,Running,M0069,99.0
43.75,2.04,1551,51.14,4.88,988.87,Running,M0070,91.32
37.99,0.95,1519,53.83,3.82,521.19,Running,M0071,98.67
41.7,1.47,1383,49.25,4.77,113.7,Running,M0072,92.95
34.99,1.14,1452,48.1,3.85,274.22,Running,M0073,97.76
36.88,0.94,1591,52.08,4.12,583.32,Running,M0074,99.49
36.24,1.28,1523,45.34,4.28,957.98,Running,M0075,99.26
37.46,1.63,1534,49.46,4.54,999.9,Running,M0076,95.31
39.26,1.68,1487,46.48,4.43,944.64,Running,M0077,93.07
39.68,1.25,1539,47.63,4.46,390.98,Running,M0078,95.94
42.16,2.05,1551,47.87,4.69,751.88,Running,M0079,91.05
38.48,1.4,1504,47.07,4.02,305.89,Running,M0080,94.83
39.15,1.97,1383,47.98,4.59,511.23,Running,M0081,92.78
42.05,1.8,1404,53.23,4.77,527.72,Running,M0082,92.88
36.61,1.22,1467,49.06,4.01,259.42,Running,M0083,98.91
37.05,1.21,1413,46.96,3.96,766.79,Running,M0084,98.68
39.52,1.9,1399,50.62,4.15,344.82,Running,M0085,93.27
39.38,1.57,1462,49.81,4.6,273.14,Running,M0086,92.73
41.31,2.03,1381,45.12,4.64,773.87,Running,M0087,90.13
39.58,1.86,1450,49.56,4.32,644.26,Running,M0088,93.21
40.86,1.6,1479,50.47,4.03,444.84,Running,M0089,94.7
41.95,1.92,1564,51.3,4.81,412.09,Running,M0090,90.52
43.5,1.86,1456,48.72,4.2,986.0,Running,M0091,91.5
41.25,1.99,1565,48.66,4.48,295.77,Running,M0092,92.27
43.66,1.61,1549,47.5,4.74,496.2,Running,M0093,91.18
35.95,0.93,1569,52.64,4.08,181.3,Running,M0094,99.25
36.26,1.16,1468,53.3,4.46,176.32,Running,M0095,98.41
44.96,2.29,1425,52.01,5.28,712.13,Running,M0096,90.04
34.44,1.07,1581,51.1,4.45,688.32,Running,M0097,98.68
41.28,1.64,1389,50.47,4.32,966.7,Running,M0098,90.77
36.61,1.01,1397,48.73,4.06,949.14,Running,M0099,97.98
37.24,1.22,1490,47.91,4.52,380.49,Running,M0100,96.52
37.89,1.37,1514,51.36,4.76,776.52,Running,M0001,96.74
39.69,1.62,1541,53.05,4.01,134.03,Running,M0002,94.82
39.94,1.24,1493,45.58,4.57,594.12,Running,M0003,95.57
39.04,1.49,1485,46.63,4.56,493.05,Running,M0004,96.76
38.39,1.36,1386,45.61,4.09,528.11,Running,M0005,95.37
37.05,1.28,1587,53.24,4.0,643.64,Running,M0006,96.29
35.08,0.98,1506,46.28,3.93,657.05,Running,M0007,98.06
35.46,1.22,1472,46.0,3.84,784.66,Running,M0008,97.97
39.56,1.88,1431,51.37,4.73,563.05,Running,M0009,92.91
34.96,0.96,1434,49.85,3.6,848.91,Running,M0010,98.83
39.25,1.23,1467,51.95,4.63,263.1,Running,M0011,96.87
39.35,1.72,1481,46.66,4.14,273.98,Running,M0012,95.46
39.5,1.18,1505,50.16,4.4,535.67,Running,M0013,95.65
41.13,1.72,1501,46.35,4.72,532.52,Running,M0014,90.54
36.54,1.11,1473,50.06,4.61,207.62,Running,M0015,98.27
37.36,1.39,1548,49.48,3.73,915.62,Running,M0016,97.98
38.69,1.26,1581,46.41,3.99,305.35,Running,M0017,97.88
40.83,1.65,1510,50.25,4.83,483.58,Running,M0018,92.39
36.34,0.9,1578,48.0,4.34,661.93,Running,M0019,99.22
44.06,1.81,1443,47.61,4.64,623.3,Running,M0020,91.14
44.09,2.15,1548,51.06,4.47,421.27,Running,M0021,90.02
38.03,1.1,1558,52.49,4.31,475.26,Running,M0022,96.66
34.76,0.82,1551,53.98,4.02,471.16,Running,M0023,99.33
42.15,1.94,1560,48.15,4.98,768.19,Running,M0024,91.89
39.03,1.63,1572,53.27,4.37,308.97,Running,M0025,95.54
40.44,1.26,1584,51.08,4.56,721.22,Running,M0026,95.12
35.27,1.12,1533,50.89,4.59,179.68,Running,M0027,97.98
35.66,1.3,1435,48.3,4.42,307.03,Running,M0028,97.65
41.48,1.61,1471,51.49,4.74,913.41,Running,M0029,92.51
38.99,1.56,1538,50.17,4.03,891.07,Running,M0030,97.35
38.98,1.71,1487,52.92,4.93,294.27,Running,M0031,94.18
36.86,1.09,1557,54.37,4.43,648.67,Running,M0032,99.23
38.84,1.32,1486,53.59,4.2,786.85,Running,M0033,95.07
39.03,1.38,1501,54.41,4.85,653.79,Running,M0034,95.16
36.96,0.98,1412,50.17,3.73,303.22,Running,M0035,98.65
39.59,1.88,1547,48.78,4.48,923.68,Running,M0036,92.27
40.07,1.67,1464,54.46,4.09,916.9,Running,M0037,94.84
42.15,1.74,1478,46.8,4.81,356.72,Running,M0038,92.59
41.53,1.48,1384,50.12,4.25,506.52,Running,M0039,92.24
42.3,1.87,1408,45.99,4.56,937.58,Running,M0040,92.89
42.83,1.97,1406,49.98,4.48,907.8,Running,M0041,91.4
35.57,0.93,1560,50.84,4.19,485.38,Running,M0042,98.66
39.36,1.42,1531,51.4,4.72,212.17,Running,M0043,96.91
38.09,1.34,1407,48.33,3.88,835.3,Running,M0044,95.94
35.39,0.93,1395,48.86,4.0,572.05,Running,M0045,98.22
42.44,1.69,1484,51.67,4.15,782.65,Running,M0046,92.2
37.73,1.33,1465,46.38,4.79,461.03,Running,M0047,96.14
43.17,1.85,1469,50.55,4.72,919.88,Running,M0048,91.97
36.79,1.02,1414,54.26,3.76,435.02,Running,M0049,98.92
40.63,1.51,1506,48.06,4.46,160.67,Running,M0050,93.79
37.92,1.15,1493,53.71,4.11,286.03,Running,M0051,97.79
36.16,1.1,1559,51.02,3.95,393.44,Running,M0052,99.65
43.89,1.67,1403,51.36,5.0,158.33,Running,M0053,90.69
37.61,1.63,1557,48.47,3.89,486.55,Running,M0054,96.63
39.15,1.56,1574,47.78,4.85,824.35,Running,M0055,92.55
39.49,1.76,1458,48.23,4.39,563.33,Running,M0056,92.39
36.66,1.44,1442,49.93,3.96,277.07,Running,M0057,98.23
39.63,1.81,1550,47.07,4.77,149.61,Running,M0058,92.08
38.97,1.66,1451,45.34,4.51,979.75,Running,M0059,94.35
41.72,1.79,1556,47.65,4.7,534.5,Running,M0060,91.48
43.15,1.7,1483,51.15,4.33,173.98,Running,M0061,91.78
42.41,2.0,1572,53.02,5.13,166.29,Running,M0062,91.3
37.37,1.38,1474,54.6,4.12,425.63,Running,M0063,97.9
39.18,1.64,1488,46.24,3.82,187.4,Running,M0064,96.33
42.88,1.89,1450,46.42,4.49,610.52,Running,M0065,90.68
44.58,2.01,1469,46.31,4.69,711.92,Running,M0066,90.18
41.9,1.82,1403,45.59,4.58,229.11,Running,M0067,90.04
36.53,1.02,1430,47.74,4.42,878.35,Running,M0068,98.55
37.13,1.42,1533,49.99,3.73,649.57,Running,M0069,98.51
40.2,2.17,1485,46.03,5.14,691.25,Running,M0070,91.06
42.34,2.09,1435,54.04,4.32,241.81,Running,M0071,91.34
37.28,1.67,1402,49.19,4.79,735.74,Running,M0072,95.85
36.77,1.02,1404,54.83,4.59,728.98,Running,M0073,98.75
39.86,1.72,1403,54.35,4.67,209.17,Running,M0074,91.85
37.05,1.32,1472,53.32,4.03,399.44,Running,M0075,97.7
39.03,1.28,1439,47.51,4.42,352.08,Running,M0076,95.02
37.3,1.09,1509,54.94,4.78,756.18,Running,M0077,96.4
37.92,1.57,1559,52.14,4.17,849.57,Running,M0078,95.2
37.24,1.61,1417,50.13,4.51,453.24,Running,M0079,94.95
38.68,1.24,1498,50.93,4.55,307.5,Running,M0080,96.08
34.9,1.29,1581,50.44,4.36,224.44,Running,M0081,99.75
50.11,2.84,1440,45.39,5.71,507.47,Running,M0082,80.14
36.57,0.99,1576,46.39,4.01,873.53,Running,M0083,99.65
38.66,1.49,1500,46.85,3.99,595.38,Running,M0084,96.18
40.8,1.39,1546,49.5,4.58,991.94,Running,M0085,93.39
37.18,1.73,1446,54.47,4.67,464.19,Running,M0086,95.26
41.67,1.71,1440,45.45,4.47,738.06,Running,M0087,92.5
40.42,1.78,1430,48.2,4.6,239.44,Running,M0088,91.98
41.32,1.54,1399,51.4,4.78,510.49,Running,M0089,92.21
38.16,1.61,1584,54.08,4.32,950.52,Running,M0090,95.26
42.09,1.76,1405,53.69,4.83,926.69,Running,M0091,90.69
39.63,1.81,1485,51.6,4.37,592.53,Running,M0092,94.15
41.5,1.84,1558,53.78,4.43,705.54,Running,M0093,92.37
42.31,1.89,1465,47.06,4.23,698.48,Running,M0094,92.42
34.57,0.96,1504,53.24,4.34,999.54,Running,M0095,99.43
37.61,1.14,1424,45.92,4.31,695.03,Running,M0096,96.11
39.28,1.64,1572,50.18,4.74,849.31,Running,M0097,96.18
34.75,1.32,1593,53.53,3.7,492.81,Running,M0098,99.26
38.74,1.31,1405,45.37,3.99,968.41,Running,M0099,96.94
36.3,1.23,1441,54.14,4.59,250.03,Running,M0100,98.35
38.13,1.33,1490,49.1,4.2,777.52,Running,M0001,96.72
38.99,1.66,1434,54.64,4.51,135.03,Running,M0002,94.82
38.82,1.45,1474,45.73,4.33,595.12,Running,M0003,95.56
36.57,1.12,1496,53.96,3.94,494.05,Running,M0004,96.76
40.63,1.35,1566,51.58,4.29,529.11,Running,M0005,95.36
37.15,1.11,1486,50.0,4.74,644.64,Running,M0006,96.27
34.82,0.95,1434,53.93,4.4,658.05,Running,M0007,98.06
38.09,1.02,1582,52.74,3.81,785.66,Running,M0008,97.96
39.13,1.64,1387,47.73,4.51,564.05,Running,M0009,92.9
34.57,1.17,1463,51.27,3.97,849.91,Running,M0010,98.8
36.65,1.14,1399,52.11,4.15,264.1,Running,M0011,96.84
38.13,1.43,1464,54.18,4.69,274.98,Running,M0012,95.44
37.15,1.7,1502,47.55,4.49,536.67,Running,M0013,95.59
42.58,1.91,1435,54.81,4.34,533.52,Running,M0014,90.53
38.12,0.93,1422,52.28,4.06,208.62,Running,M0015,98.26
35.07,1.38,1446,49.08,4.05,916.62,Running,M0016,97.96
37.65,1.18,1534,51.1,3.9,306.35,Running,M0017,97.87
41.85,1.86,1569,48.68,4.79,484.58,Running,M0018,92.36
35.85,1.09,1416,54.77,3.96,662.93,Running,M0019,99.18
43.2,2.17,1400,52.42,4.52,624.3,Running,M0020,91.13
44.38,2.29,1380,54.55,4.92,422.27,Running,M0021,90.01
38.31,1.6,1514,52.08,4.17,476.26,Running,M0022,96.65
36.03,1.08,1524,49.36,4.54,472.16,Running,M0023,99.31
40.64,1.88,1548,54.13,4.64,769.19,Running,M0024,91.87
40.4,1.24,1412,48.75,4.45,309.97,Running,M0025,95.49
39.6,1.62,1520,51.38,4.42,722.22,Running,M0026,95.12
37.81,0.99,1523,52.18,4.36,180.68,Running,M0027,97.97
38.55,1.25,1491,47.59,4.48,308.03,Running,M0028,97.62
39.72,1.89,1408,53.52,4.15,914.41,Running,M0029,92.47
35.88,1.03,1585,49.24,3.91,892.07,Running,M0030,97.34
41.4,1.32,1479,48.33,4.4,295.27,Running,M0031,94.12
34.14,1.13,1578,54.8,4.3,649.67,Running,M0032,99.18
38.3,1.75,1539,52.98,3.93,787.85,Running,M0033,95.06
40.16,1.62,1493,51.81,4.76,654.79,Running,M0034,95.13
38.09,1.42,1418,47.72,4.24,304.22,Running,M0035,98.63
42.42,1.9,1444,48.98,4.45,924.68,Running,M0036,92.27
38.57,1.54,1434,46.46,4.48,917.9,Running,M0037,94.83
40.51,1.95,1500,46.55,4.95,357.72,Running,M0038,92.54
40.89,1.99,1431,54.39,4.21,507.52,Running,M0039,92.23
40.96,1.71,1474,50.6,4.51,938.58,Running,M0040,92.84
42.28,2.1,1494,53.94,4.27,908.8,Running,M0041,91.38
36.05,1.27,1466,53.69,4.47,486.38,Running,M0042,98.66
37.65,1.44,1442,49.55,4.21,213.17,Running,M0043,96.89
36.41,1.56,1440,54.94,4.71,836.3,Running,M0044,95.89
34.93,1.19,1457,48.37,4.49,573.05,Running,M0045,98.22
39.31,1.72,1397,52.96,4.36,783.65,Running,M0046,92.2
36.46,1.4,1422,50.71,4.21,462.03,Running,M0047,96.12
41.6,1.72,1411,46.91,4.2,920.88,Running,M0048,91.97
35.59,0.84,1403,46.27,4.55,436.02,Running,M0049,98.92
39.19,1.71,1538,48.97,4.94,161.67,Running,M0050,93.77
37.08,1.45,1453,51.35,4.08,287.03,Running,M0051,97.72
33.57,0.96,1590,48.45,3.7,394.44,Running,M0052,99.65
44.22,1.94,1513,49.48,4.57,159.33,Running,M0053,90.68
39.63,1.16,1563,53.64,3.94,487.55,Running,M0054,96.6
41.76,1.52,1577,47.8,4.73,825.35,Running,M0055,92.55
42.27,2.06,1459,52.55,4.89,564.33,Running,M0056,92.34
35.87,1.17,1520,48.9,4.36,278.07,Running,M0057,98.21
42.39,1.91,1463,51.27,4.16,150.61,Running,M0058,92.04
39.51,1.63,1447,51.22,4.12,980.75,Running,M0059,94.35
42.71,2.03,1487,46.93,4.3,535.5,Running,M0060,91.47
42.08,1.98,1391,45.29,4.66,174.98,Running,M0061,91.77
40.85,2.16,1472,45.58,4.39,167.29,Running,M0062,91.3
36.06,1.5,1458,52.54,4.17,426.63,Running,M0063,97.87
39.47,1.49,1572,48.53,4.31,188.4,Running,M0064,96.29
43.63,1.67,1490,47.15,4.69,611.52,Running,M0065,90.66
43.15,1.79,1456,52.14,5.15,712.92,Running,M0066,90.16
44.89,2.24,1439,54.1,4.48,230.11,Running,M0067,89.99
34.22,1.38,1444,54.42,4.32,879.35,Running,M0068,98.53
36.95,0.92,1475,45.81,4.57,650.57,Running,M0069,98.45
42.74,1.73,1413,51.15,4.27,692.25,Running,M0070,91.03
52.73,3.05,1354,51.5,6.0,242.81,Maintenance,M0071,77.23
36.84,1.69,1527,53.47,4.34,736.74,Running,M0072,95.84
37.77,1.28,1401,52.19,4.33,729.98,Running,M0073,98.7
43.5,1.87,1522,47.13,5.08,210.17,Running,M0074,91.85
38.51,1.44,1474,45.13,3.93,400.44,Running,M0075,97.67
39.82,1.62,1510,54.94,4.7,353.08,Running,M0076,95.02
36.43,1.35,1437,54.99,4.31,757.18,Running,M0077,96.37
38.63,1.57,1418,48.52,4.38,850.57,Running,M0078,95.15
38.39,1.36,1512,46.79,4.03,454.24,Running,M0079,94.91
39.42,1.56,1510,46.9,3.93,308.5,Running,M0080,96.07
36.76,1.05,1492,49.71,3.67,225.44,Running,M0081,99.74
51.16,3.17,1391,45.96,5.25,508.47,Running,M0082,80.13
34.55,0.82,1505,49.19,4.19,874.53,Running,M0083,99.61
37.24,1.3,1493,47.3,4.48,596.38,Running,M0084,96.17
41.97,1.5,1560,51.63,5.0,992.94,Running,M0085,93.38
39.21,1.39,1456,49.09,4.62,465.19,Running,M0086,95.26
39.35,1.78,1543,45.14,4.46,739.06,Running,M0087,92.5
41.49,1.92,1493,49.23,4.54,240.44,Running,M0088,91.94
39.73,1.54,1378,49.87,4.97,511.49,Running,M0089,92.18
39.78,1.51,1503,45.66,4.79,951.52,Running,M0090,95.25
41.95,1.83,1468,45.26,5.24,927.69,Running,M0091,90.64
39.52,1.54,1485,51.08,4.36,593.53,Running,M0092,94.14
39.43,1.64,1468,45.85,4.99,706.54,Running,M0093,92.36
43.07,1.68,1564,45.29,4.46,699.48,Running,M0094,92.4
45.37,2.55,1515,45.81,5.63,1000.54,Running,M0095,84.65
38.86,1.27,1499,48.59,4.7,696.03,Running,M0096,96.07
37.36,1.43,1504,47.8,3.93,850.31,Running,M0097,96.17
34.81,1.25,1495,45.84,4.07,493.81,Running,M0098,99.25
38.3,1.1,1571,49.0,4.0,969.41,Running,M0099,96.91
34.55,1.37,1537,48.85,4.63,251.03,Running,M0100,98.31
35.87,1.32,1570,52.68,4.07,778.52,Running,M0001,96.7
39.36,1.4,1391,45.93,3.98,136.03,Running,M0002,94.81
39.18,1.46,1445,51.45,4.19,596.12,Running,M0003,95.55
38.52,1.5,1416,48.54,4.48,495.05,Running,M0004,96.74
40.42,1.19,1410,52.19,4.21,530.11,Running,M0005,95.34
36.9,1.61,1577,46.62,4.78,645.64,Running,M0006,96.23
35.03,1.26,1416,51.77,4.37,659.05,Running,M0007,98.05
37.99,1.13,1460,45.75,4.1,786.66,Running,M0008,97.95
40.34,1.75,1422,45.77,4.7,565.05,Running,M0009,92.89
35.07,1.38,1418,47.63,4.46,850.91,Running,M0010,98.8
38.19,1.17,1558,51.39,3.88,265.1,Running,M0011,96.78
40.22,1.54,1390,52.85,4.58,275.98,Running,M0012,95.4
38.99,1.56,1573,49.64,4.75,537.67,Running,M0013,95.54
41.08,1.99,1417,53.62,4.8,534.52,Running,M0014,90.52
35.37,1.46,1528,50.38,3.97,209.62,Running,M0015,98.23
36.19,1.07,1527,52.4,4.08,917.62,Running,M0016,97.95
34.82,0.96,1404,45.07,4.49,307.35,Running,M0017,97.81
41.94,1.92,1543,45.61,4.35,485.58,Running,M0018,92.35
35.87,1.09,1564,49.0,4.57,663.93,Running,M0019,99.14
41.67,1.97,1475,46.7,5.16,625.3,Running,M0020,91.13
43.52,1.87,1486,51.1,5.27,423.27,Running,M0021,90.0
51.13,2.9,1454,48.66,5.69,477.26,Maintenance,M0022,78.89
36.48,1.25,1528,50.14,4.18,473.16,Running,M0023,99.3
41.83,1.62,1558,52.27,4.15,770.19,Running,M0024,91.86
39.0,1.4,1398,50.82,4.78,310.97,Running,M0025,95.47
39.97,1.56,1540,49.52,4.87,723.22,Running,M0026,95.11
37.97,0.96,1434,53.58,4.37,181.68,Running,M0027,97.97
37.57,1.47,1583,53.93,4.6,309.03,Running,M0028,97.6
40.69,1.46,1391,52.76,4.62,915.41,Running,M0029,92.42
38.62,1.27,1471,51.56,4.65,893.07,Running,M0030,97.32
38.42,1.55,1390,45.17,4.08,296.27,Running,M0031,94.08
35.26,0.89,1437,53.48,4.31,650.67,Running,M0032,99.18
38.55,1.46,1385,51.32,4.76,788.85,Running,M0033,95.05
40.24,1.5,1534,53.55,3.98,655.79,Running,M0034,95.06
37.93,1.11,1517,52.89,3.92,305.22,Running,M0035,98.57
40.7,1.6,1477,48.28,5.0,925.68,Running,M0036,92.25
38.85,1.26,1471,47.12,4.52,918.9,Running,M0037,94.82
40.95,1.57,1551,45.73,4.87,358.72,Running,M0038,92.53
41.76,1.97,1406,45.76,4.85,508.52,Running,M0039,92.22
42.37,1.69,1411,53.56,4.46,939.58,Running,M0040,92.82
42.75,2.17,1405,53.46,4.85,909.8,Running,M0041,91.31
35.24,0.86,1540,45.01,3.83,487.38,Running,M0042,98.64
37.08,1.08,1547,53.59,4.69,214.17,Running,M0043,96.89
37.52,1.6,1461,49.69,3.89,837.3,Running,M0044,95.86
36.66,1.06,1553,53.3,3.7,574.05,Running,M0045,98.22
40.58,1.83,1420,46.72,4.32,784.65,Running,M0046,92.17
37.48,1.37,1525,49.61,4.27,463.03,Running,M0047,96.1
40.9,1.94,1498,52.97,4.88,921.88,Running,M0048,91.96
35.61,0.97,1421,54.79,4.18,437.02,Running,M0049,98.92
39.86,1.64,1418,46.37,4.14,162.67,Running,M0050,93.77
35.93,1.26,1405,51.68,4.48,288.03,Running,M0051,97.71
35.36,1.29,1543,54.17,3.78,395.44,Running,M0052,99.65
41.31,1.87,1492,49.87,4.94,160.33,Running,M0053,90.68
37.18,1.1,1412,46.9,4.66,488.55,Running,M0054,96.57
40.67,2.03,1460,45.5,4.25,826.35,Running,M0055,92.53
42.23,1.51,1402,47.77,4.8,565.33,Running,M0056,92.29
35.23,1.34,1504,53.17,4.48,279.07,Running,M0057,98.2
39.78,1.96,1539,54.0,4.9,151.61,Running,M0058,92.0
37.89,1.72,1506,52.5,4.17,981.75,Running,M0059,94.34
41.28,2.13,1538,49.25,5.03,536.5,Running,M0060,91.47
43.07,1.72,1504,47.71,5.15,175.98,Running,M0061,91.77
41.48,1.95,1425,46.99,4.53,168.29,Running,M0062,91.27
36.72,1.49,1488,49.99,4.19,427.63,Running,M0063,97.86
39.26,1.41,1587,51.63,4.76,189.4,Running,M0064,96.24
42.97,1.95,1399,50.36,4.48,612.52,Running,M0065,90.65
44.68,2.21,1421,46.82,5.17,713.92,Running,M0066,90.15
44.32,1.96,1416,48.15,5.22,231.11,Running,M0067,89.92
37.9,0.98,1506,50.03,4.13,880.35,Running,M0068,98.53
35.82,1.22,1449,49.85,4.27,651.57,Running,M0069,98.42
43.93,2.15,1510,47.57,4.54,693.25,Running,M0070,90.97
54.34,3.34,1454,52.36,5.53,243.81,Maintenance,M0071,77.23
39.78,1.17,1466,48.26,3.91,737.74,Running,M0072,95.84
37.72,1.26,1514,52.96,4.35,730.98,Running,M0073,98.65
40.41,1.56,1506,53.1,4.39,211.17,Running,M0074,91.81
38.5,1.53,1440,49.07,4.69,401.44,Running,M0075,97.63
38.79,1.4,1558,47.47,4.64,354.08,Running,M0076,94.99
38.22,1.61,1411,53.63,4.05,758.18,Running,M0077,96.31
37.75,1.53,1504,51.22,4.56,851.57,Running,M0078,95.11
38.79,1.76,1442,54.32,3.98,455.24,Running,M0079,94.83
38.49,1.5,1580,45.28,4.58,309.5,Running,M0080,96.07
36.68,1.17,1487,53.85,4.02,226.44,Running,M0081,99.68
49.71,2.97,1531,51.43,5.46,509.47,Running,M0082,80.13
35.65,0.79,1401,45.15,3.97,875.53,Running,M0083,99.59
37.04,1.66,1550,47.77,4.77,597.38,Running,M0084,96.12
41.85,1.8,1559,52.22,4.14,993.94,Running,M0085,93.35
40.12,1.25,1556,50.69,4.48,466.19,Running,M0086,95.23
39.17,1.94,1379,50.67,4.71,740.06,Running,M0087,92.48
41.25,1.62,1519,49.68,4.23,241.44,Running,M0088,91.94
40.86,1.81,1550,52.95,4.93,512.49,Running,M0089,92.15
36.89,1.38,1546,49.18,3.89,952.52,Running,M0090,95.22
42.93,1.83,1428,53.44,5.18,928.69,Running,M0091,90.62
39.32,1.37,1534,46.63,4.72,594.53,Running,M0092,94.1
42.36,1.52,1409,52.0,4.81,707.54,Running,M0093,92.35
40.71,1.88,1564,48.33,4.49,700.48,Running,M0094,92.36
48.74,2.65,1463,53.01,4.94,1001.54,Running,M0095,84.62
39.06,1.44,1411,50.92,4.65,697.03,Running,M0096,96.07
39.87,1.62,1450,50.75,4.59,851.31,Running,M0097,96.15
34.9,1.17,1573,48.86,3.75,494.81,Running,M0098,99.22
36.51,1.47,1505,53.3,4.37,970.41,Running,M0099,96.88
36.15,1.34,1457,50.59,3.8,252.03,Running,M0100,98.29
38.74,1.26,1391,52.13,3.79,779.52,Running,M0001,96.69
